Title,Pacific Decadal Oscillation Index,,,
Aug-72,1972.625,0.25,0.25,0
Sep-72,1972.708,0.17,0.17,0
Oct-72,1972.792,0.11,0.11,0
Nov-72,1972.875,0.57,0.57,0
Dec-72,1972.958,-0.33,0,-0.33
Jan-73,1973.042,-0.46,0,-0.46
Feb-73,1973.125,-0.61,0,-0.61
Mar-73,1973.208,-0.5,0,-0.5
Apr-73,1973.292,-0.69,0,-0.69
May-73,1973.375,-0.76,0,-0.76
Jun-73,1973.458,-0.97,0,-0.97
Jul-73,1973.542,-0.57,0,-0.57
Aug-73,1973.625,-1.14,0,-1.14
Sep-73,1973.708,-0.51,0,-0.51
Oct-73,1973.792,-0.87,0,-0.87
Nov-73,1973.875,-1.81,0,-1.81
Dec-73,1973.958,-0.76,0,-0.76
Jan-74,1974.042,-1.22,0,-1.22
Feb-74,1974.125,-1.65,0,-1.65
Mar-74,1974.208,-0.9,0,-0.9
Apr-74,1974.292,-0.52,0,-0.52
May-74,1974.375,-0.28,0,-0.28
Jun-74,1974.458,-0.31,0,-0.31
Jul-74,1974.542,-0.08,0,-0.08
Aug-74,1974.625,0.27,0.27,0
Sep-74,1974.708,0.44,0.44,0
Oct-74,1974.792,-0.1,0,-0.1
Nov-74,1974.875,0.43,0.43,0
Dec-74,1974.958,-0.12,0,-0.12
Jan-75,1975.042,-0.84,0,-0.84
Feb-75,1975.125,-0.71,0,-0.71
Mar-75,1975.208,-0.51,0,-0.51
Apr-75,1975.292,-1.3,0,-1.3
May-75,1975.375,-1.02,0,-1.02
Jun-75,1975.458,-1.16,0,-1.16
Jul-75,1975.542,-0.4,0,-0.4
Aug-75,1975.625,-1.07,0,-1.07
Sep-75,1975.708,-1.23,0,-1.23
Oct-75,1975.792,-1.29,0,-1.29
Nov-75,1975.875,-2.08,0,-2.08
Dec-75,1975.958,-1.61,0,-1.61
Jan-76,1976.042,-1.14,0,-1.14
Feb-76,1976.125,-1.85,0,-1.85
Mar-76,1976.208,-0.96,0,-0.96
Apr-76,1976.292,-0.89,0,-0.89
May-76,1976.375,-0.68,0,-0.68
Jun-76,1976.458,-0.67,0,-0.67
Jul-76,1976.542,0.61,0.61,0
Aug-76,1976.625,1.28,1.28,0
Sep-76,1976.708,0.82,0.82,0
Oct-76,1976.792,1.11,1.11,0
Nov-76,1976.875,1.25,1.25,0
Dec-76,1976.958,1.22,1.22,0
Jan-77,1977.042,1.65,1.65,0
Feb-77,1977.125,1.11,1.11,0
Mar-77,1977.208,0.72,0.72,0
Apr-77,1977.292,0.3,0.3,0
May-77,1977.375,0.31,0.31,0
Jun-77,1977.458,0.42,0.42,0
Jul-77,1977.542,0.19,0.19,0
Aug-77,1977.625,0.64,0.64,0
Sep-77,1977.708,-0.55,0,-0.55
Oct-77,1977.792,-0.61,0,-0.61
Nov-77,1977.875,-0.72,0,-0.72
Dec-77,1977.958,-0.69,0,-0.69
Jan-78,1978.042,0.34,0.34,0
Feb-78,1978.125,1.45,1.45,0
Mar-78,1978.208,1.34,1.34,0
Apr-78,1978.292,1.29,1.29,0
May-78,1978.375,0.9,0.9,0
Jun-78,1978.458,0.15,0.15,0
Jul-78,1978.542,-1.24,0,-1.24
Aug-78,1978.625,-0.56,0,-0.56
Sep-78,1978.708,-0.44,0,-0.44
Oct-78,1978.792,0.1,0.1,0
Nov-78,1978.875,-0.07,0,-0.07
Dec-78,1978.958,-0.43,0,-0.43
Jan-79,1979.042,-0.58,0,-0.58
Feb-79,1979.125,-1.33,0,-1.33
Mar-79,1979.208,0.3,0.3,0
Apr-79,1979.292,0.89,0.89,0
May-79,1979.375,1.09,1.09,0
Jun-79,1979.458,0.17,0.17,0
Jul-79,1979.542,0.84,0.84,0
Aug-79,1979.625,0.52,0.52,0
Sep-79,1979.708,1,1,0
Oct-79,1979.792,1.06,1.06,0
Nov-79,1979.875,0.48,0.48,0
Dec-79,1979.958,-0.42,0,-0.42
Jan-80,1980.042,-0.11,0,-0.11
Feb-80,1980.125,1.32,1.32,0
Mar-80,1980.208,1.09,1.09,0
Apr-80,1980.292,1.49,1.49,0
May-80,1980.375,1.2,1.2,0
Jun-80,1980.458,-0.22,0,-0.22
Jul-80,1980.542,0.23,0.23,0
Aug-80,1980.625,0.51,0.51,0
Sep-80,1980.708,0.1,0.1,0
Oct-80,1980.792,1.35,1.35,0
Nov-80,1980.875,0.37,0.37,0
Dec-80,1980.958,-0.1,0,-0.1
Jan-81,1981.042,0.59,0.59,0
Feb-81,1981.125,1.46,1.46,0
Mar-81,1981.208,0.99,0.99,0
Apr-81,1981.292,1.45,1.45,0
May-81,1981.375,1.75,1.75,0
Jun-81,1981.458,1.69,1.69,0
Jul-81,1981.542,0.84,0.84,0
Aug-81,1981.625,0.18,0.18,0
Sep-81,1981.708,0.42,0.42,0
Oct-81,1981.792,0.18,0.18,0
Nov-81,1981.875,0.8,0.8,0
Dec-81,1981.958,0.67,0.67,0
Jan-82,1982.042,0.34,0.34,0
Feb-82,1982.125,0.2,0.2,0
Mar-82,1982.208,0.19,0.19,0
Apr-82,1982.292,-0.19,0,-0.19
May-82,1982.375,-0.58,0,-0.58
Jun-82,1982.458,-0.78,0,-0.78
Jul-82,1982.542,0.58,0.58,0
Aug-82,1982.625,0.39,0.39,0
Sep-82,1982.708,0.84,0.84,0
Oct-82,1982.792,0.37,0.37,0
Nov-82,1982.875,-0.25,0,-0.25
Dec-82,1982.958,0.26,0.26,0
Jan-83,1983.042,0.56,0.56,0
Feb-83,1983.125,1.14,1.14,0
Mar-83,1983.208,2.11,2.11,0
Apr-83,1983.292,1.87,1.87,0
May-83,1983.375,1.8,1.8,0
Jun-83,1983.458,2.36,2.36,0
Jul-83,1983.542,3.51,3.51,0
Aug-83,1983.625,1.85,1.85,0
Sep-83,1983.708,0.91,0.91,0
Oct-83,1983.792,0.96,0.96,0
Nov-83,1983.875,1.02,1.02,0
Dec-83,1983.958,1.69,1.69,0
Jan-84,1984.042,1.5,1.5,0
Feb-84,1984.125,1.21,1.21,0
Mar-84,1984.208,1.77,1.77,0
Apr-84,1984.292,1.52,1.52,0
May-84,1984.375,1.3,1.3,0
Jun-84,1984.458,0.18,0.18,0
Jul-84,1984.542,-0.18,0,-0.18
Aug-84,1984.625,-0.03,0,-0.03
Sep-84,1984.708,0.67,0.67,0
Oct-84,1984.792,0.58,0.58,0
Nov-84,1984.875,0.71,0.71,0
Dec-84,1984.958,0.82,0.82,0
Jan-85,1985.042,1.27,1.27,0
Feb-85,1985.125,0.94,0.94,0
Mar-85,1985.208,0.57,0.57,0
Apr-85,1985.292,0.19,0.19,0
May-85,1985.375,0,0,0
Jun-85,1985.458,0.18,0.18,0
Jul-85,1985.542,1.07,1.07,0
Aug-85,1985.625,0.81,0.81,0
Sep-85,1985.708,0.44,0.44,0
Oct-85,1985.792,0.29,0.29,0
Nov-85,1985.875,-0.75,0,-0.75
Dec-85,1985.958,0.38,0.38,0
Jan-86,1986.042,1.12,1.12,0
Feb-86,1986.125,1.61,1.61,0
Mar-86,1986.208,2.18,2.18,0
Apr-86,1986.292,1.55,1.55,0
May-86,1986.375,1.16,1.16,0
Jun-86,1986.458,0.89,0.89,0
Jul-86,1986.542,1.38,1.38,0
Aug-86,1986.625,0.22,0.22,0
Sep-86,1986.708,0.22,0.22,0
Oct-86,1986.792,1,1,0
Nov-86,1986.875,1.77,1.77,0
Dec-86,1986.958,1.77,1.77,0
Jan-87,1987.042,1.88,1.88,0
Feb-87,1987.125,1.75,1.75,0
Mar-87,1987.208,2.1,2.1,0
Apr-87,1987.292,2.16,2.16,0
May-87,1987.375,1.85,1.85,0
Jun-87,1987.458,0.73,0.73,0
Jul-87,1987.542,2.01,2.01,0
Aug-87,1987.625,2.83,2.83,0
Sep-87,1987.708,2.44,2.44,0
Oct-87,1987.792,1.36,1.36,0
Nov-87,1987.875,1.47,1.47,0
Dec-87,1987.958,1.27,1.27,0
Jan-88,1988.042,0.93,0.93,0
Feb-88,1988.125,1.24,1.24,0
Mar-88,1988.208,1.42,1.42,0
Apr-88,1988.292,0.94,0.94,0
May-88,1988.375,1.2,1.2,0
Jun-88,1988.458,0.74,0.74,0
Jul-88,1988.542,0.64,0.64,0
Aug-88,1988.625,0.19,0.19,0
Sep-88,1988.708,-0.37,0,-0.37
Oct-88,1988.792,-0.1,0,-0.1
Nov-88,1988.875,-0.02,0,-0.02
Dec-88,1988.958,-0.43,0,-0.43
Jan-89,1989.042,-0.95,0,-0.95
Feb-89,1989.125,-1.02,0,-1.02
Mar-89,1989.208,-0.83,0,-0.83
Apr-89,1989.292,-0.32,0,-0.32
May-89,1989.375,0.47,0.47,0
Jun-89,1989.458,0.36,0.36,0
Jul-89,1989.542,0.83,0.83,0
Aug-89,1989.625,0.09,0.09,0
Sep-89,1989.708,0.05,0.05,0
Oct-89,1989.792,-0.12,0,-0.12
Nov-89,1989.875,-0.5,0,-0.5
Dec-89,1989.958,-0.21,0,-0.21
Jan-90,1990.042,-0.3,0,-0.3
Feb-90,1990.125,-0.65,0,-0.65
Mar-90,1990.208,-0.62,0,-0.62
Apr-90,1990.292,0.27,0.27,0
May-90,1990.375,0.44,0.44,0
Jun-90,1990.458,0.44,0.44,0
Jul-90,1990.542,0.27,0.27,0
Aug-90,1990.625,0.11,0.11,0
Sep-90,1990.708,0.38,0.38,0
Oct-90,1990.792,-0.69,0,-0.69
Nov-90,1990.875,-1.69,0,-1.69
Dec-90,1990.958,-2.23,0,-2.23
Jan-91,1991.042,-2.02,0,-2.02
Feb-91,1991.125,-1.19,0,-1.19
Mar-91,1991.208,-0.74,0,-0.74
Apr-91,1991.292,-1.01,0,-1.01
May-91,1991.375,-0.51,0,-0.51
Jun-91,1991.458,-1.47,0,-1.47
Jul-91,1991.542,-0.1,0,-0.1
Aug-91,1991.625,0.36,0.36,0
Sep-91,1991.708,0.65,0.65,0
Oct-91,1991.792,0.49,0.49,0
Nov-91,1991.875,0.42,0.42,0
Dec-91,1991.958,0.09,0.09,0
Jan-92,1992.042,0.05,0.05,0
Feb-92,1992.125,0.31,0.31,0
Mar-92,1992.208,0.67,0.67,0
Apr-92,1992.292,0.75,0.75,0
May-92,1992.375,1.54,1.54,0
Jun-92,1992.458,1.26,1.26,0
Jul-92,1992.542,1.9,1.9,0
Aug-92,1992.625,1.44,1.44,0
Sep-92,1992.708,0.83,0.83,0
Oct-92,1992.792,0.93,0.93,0
Nov-92,1992.875,0.93,0.93,0
Dec-92,1992.958,0.53,0.53,0
Jan-93,1993.042,0.05,0.05,0
Feb-93,1993.125,0.19,0.19,0
Mar-93,1993.208,0.76,0.76,0
Apr-93,1993.292,1.21,1.21,0
May-93,1993.375,2.13,2.13,0
Jun-93,1993.458,2.34,2.34,0
Jul-93,1993.542,2.35,2.35,0
Aug-93,1993.625,2.69,2.69,0
Sep-93,1993.708,1.56,1.56,0
Oct-93,1993.792,1.41,1.41,0
Nov-93,1993.875,1.24,1.24,0
Dec-93,1993.958,1.07,1.07,0
Jan-94,1994.042,1.21,1.21,0
Feb-94,1994.125,0.59,0.59,0
Mar-94,1994.208,0.8,0.8,0
Apr-94,1994.292,1.05,1.05,0
May-94,1994.375,1.23,1.23,0
Jun-94,1994.458,0.46,0.46,0
Jul-94,1994.542,0.06,0.06,0
Aug-94,1994.625,-0.79,0,-0.79
Sep-94,1994.708,-1.36,0,-1.36
Oct-94,1994.792,-1.32,0,-1.32
Nov-94,1994.875,-1.96,0,-1.96
Dec-94,1994.958,-1.79,0,-1.79
Jan-95,1995.042,-0.49,0,-0.49
Feb-95,1995.125,0.46,0.46,0
Mar-95,1995.208,0.75,0.75,0
Apr-95,1995.292,0.83,0.83,0
May-95,1995.375,1.46,1.46,0
Jun-95,1995.458,1.27,1.27,0
Jul-95,1995.542,1.71,1.71,0
Aug-95,1995.625,0.21,0.21,0
Sep-95,1995.708,1.16,1.16,0
Oct-95,1995.792,0.47,0.47,0
Nov-95,1995.875,-0.28,0,-0.28
Dec-95,1995.958,0.16,0.16,0
Jan-96,1996.042,0.59,0.59,0
Feb-96,1996.125,0.75,0.75,0
Mar-96,1996.208,1.01,1.01,0
Apr-96,1996.292,1.46,1.46,0
May-96,1996.375,2.18,2.18,0
Jun-96,1996.458,1.1,1.1,0
Jul-96,1996.542,0.77,0.77,0
Aug-96,1996.625,-0.14,0,-0.14
Sep-96,1996.708,0.24,0.24,0
Oct-96,1996.792,-0.33,0,-0.33
Nov-96,1996.875,0.09,0.09,0
Dec-96,1996.958,-0.03,0,-0.03
Jan-97,1997.042,0.23,0.23,0
Feb-97,1997.125,0.28,0.28,0
Mar-97,1997.208,0.65,0.65,0
Apr-97,1997.292,1.05,1.05,0
May-97,1997.375,1.83,1.83,0
Jun-97,1997.458,2.76,2.76,0
Jul-97,1997.542,2.35,2.35,0
Aug-97,1997.625,2.79,2.79,0
Sep-97,1997.708,2.19,2.19,0
Oct-97,1997.792,1.61,1.61,0
Nov-97,1997.875,1.12,1.12,0
Dec-97,1997.958,0.67,0.67,0
Jan-98,1998.042,0.83,0.83,0
Feb-98,1998.125,1.56,1.56,0
Mar-98,1998.208,2.01,2.01,0
Apr-98,1998.292,1.27,1.27,0
May-98,1998.375,0.7,0.7,0
Jun-98,1998.458,0.4,0.4,0
Jul-98,1998.542,-0.04,0,-0.04
Aug-98,1998.625,-0.22,0,-0.22
Sep-98,1998.708,-1.21,0,-1.21
Oct-98,1998.792,-1.39,0,-1.39
Nov-98,1998.875,-0.52,0,-0.52
Dec-98,1998.958,-0.44,0,-0.44
Jan-99,1999.042,-0.32,0,-0.32
Feb-99,1999.125,-0.66,0,-0.66
Mar-99,1999.208,-0.33,0,-0.33
Apr-99,1999.292,-0.41,0,-0.41
May-99,1999.375,-0.68,0,-0.68
Jun-99,1999.458,-1.3,0,-1.3
Jul-99,1999.542,-0.66,0,-0.66
Aug-99,1999.625,-0.96,0,-0.96
Sep-99,1999.708,-1.53,0,-1.53
Oct-99,1999.792,-2.23,0,-2.23
Nov-99,1999.875,-2.05,0,-2.05
Dec-99,1999.958,-1.63,0,-1.63
Jan-00,2000.042,-2,0,-2
Feb-00,2000.125,-0.83,0,-0.83
Mar-00,2000.208,0.29,0.29,0
Apr-00,2000.292,0.35,0.35,0
May-00,2000.375,-0.05,0,-0.05
Jun-00,2000.458,-0.44,0,-0.44
Jul-00,2000.542,-0.66,0,-0.66
Aug-00,2000.625,-1.19,0,-1.19
Sep-00,2000.708,-1.24,0,-1.24
Oct-00,2000.792,-1.3,0,-1.3
Nov-00,2000.875,-0.53,0,-0.53
Dec-00,2000.958,0.52,0.52,0
Jan-01,2001.042,0.6,0.6,0
Feb-01,2001.125,0.29,0.29,0
Mar-01,2001.208,0.45,0.45,0
Apr-01,2001.292,-0.31,0,-0.31
May-01,2001.375,-0.3,0,-0.3
Jun-01,2001.458,-0.47,0,-0.47
Jul-01,2001.542,-1.31,0,-1.31
Aug-01,2001.625,-0.77,0,-0.77
Sep-01,2001.708,-1.37,0,-1.37
Oct-01,2001.792,-1.37,0,-1.37
Nov-01,2001.875,-1.26,0,-1.26
Dec-01,2001.958,-0.93,0,-0.93
Jan-02,2002.042,0.27,0.27,0
Feb-02,2002.125,-0.64,0,-0.64
Mar-02,2002.208,-0.43,0,-0.43
Apr-02,2002.292,-0.32,0,-0.32
May-02,2002.375,-0.63,0,-0.63
Jun-02,2002.458,-0.35,0,-0.35
Jul-02,2002.542,-0.31,0,-0.31
Aug-02,2002.625,0.6,0.6,0
Sep-02,2002.708,0.43,0.43,0
Oct-02,2002.792,0.42,0.42,0
Nov-02,2002.875,1.51,1.51,0
Dec-02,2002.958,2.1,2.1,0
Jan-03,2003.042,2.09,2.09,0
Feb-03,2003.125,1.75,1.75,0
Mar-03,2003.208,1.51,1.51,0
Apr-03,2003.292,1.18,1.18,0
May-03,2003.375,0.89,0.89,0
Jun-03,2003.458,0.68,0.68,0
Jul-03,2003.542,0.96,0.96,0
Aug-03,2003.625,0.88,0.88,0
Sep-03,2003.708,0.01,0.01,0
Oct-03,2003.792,0.83,0.83,0
Nov-03,2003.875,0.52,0.52,0
Dec-03,2003.958,0.33,0.33,0
Jan-04,2004.042,0.43,0.43,0
Feb-04,2004.125,0.48,0.48,0
Mar-04,2004.208,0.61,0.61,0
Apr-04,2004.292,0.57,0.57,0
May-04,2004.375,0.88,0.88,0
Jun-04,2004.458,0.04,0.04,0
Jul-04,2004.542,0.44,0.44,0
Aug-04,2004.625,0.85,0.85,0
Sep-04,2004.708,0.75,0.75,0
Oct-04,2004.792,-0.11,0,-0.11
Nov-04,2004.875,-0.63,0,-0.63
Dec-04,2004.958,-0.17,0,-0.17
Jan-05,2005.042,0.44,0.44,0
Feb-05,2005.125,0.81,0.81,0
Mar-05,2005.208,1.36,1.36,0
Apr-05,2005.292,1.03,1.03,0
May-05,2005.375,1.86,1.86,0
Jun-05,2005.458,1.17,1.17,0
Jul-05,2005.542,0.66,0.66,0
Aug-05,2005.625,0.25,0.25,0
Sep-05,2005.708,-0.46,0,-0.46
Oct-05,2005.792,-1.32,0,-1.32
Nov-05,2005.875,-1.5,0,-1.5
Dec-05,2005.958,0.2,0.2,0
Jan-06,2006.042,1.03,1.03,0
Feb-06,2006.125,0.66,0.66,0
Mar-06,2006.208,0.05,0.05,0
Apr-06,2006.292,0.4,0.4,0
May-06,2006.375,0.48,0.48,0
Jun-06,2006.458,1.04,1.04,0
Jul-06,2006.542,0.35,0.35,0
Aug-06,2006.625,-0.65,0,-0.65
Sep-06,2006.708,-0.94,0,-0.94
Oct-06,2006.792,-0.05,0,-0.05
Nov-06,2006.875,-0.22,0,-0.22
Dec-06,2006.958,0.14,0.14,0
Jan-07,2007.042,0.01,0.01,0
Feb-07,2007.125,0.04,0.04,0
Mar-07,2007.208,-0.36,0,-0.36
Apr-07,2007.292,0.16,0.16,0
May-07,2007.375,-0.1,0,-0.1
Jun-07,2007.458,0.09,0.09,0
Jul-07,2007.542,0.78,0.78,0
Aug-07,2007.625,0.5,0.5,0
Sep-07,2007.708,-0.36,0,-0.36
Oct-07,2007.792,-1.45,0,-1.45
Nov-07,2007.875,-1.08,0,-1.08
Dec-07,2007.958,-0.58,0,-0.58
Jan-08,2008.042,-1,0,-1
Feb-08,2008.125,-0.77,0,-0.77
Mar-08,2008.208,-0.71,0,-0.71
Apr-08,2008.292,-1.52,0,-1.52
May-08,2008.375,-1.37,0,-1.37
Jun-08,2008.458,-1.34,0,-1.34
Jul-08,2008.542,-1.67,0,-1.67
Aug-08,2008.625,-1.7,0,-1.7
Sep-08,2008.708,-1.55,0,-1.55
Oct-08,2008.792,-1.76,0,-1.76
Nov-08,2008.875,-1.25,0,-1.25
Dec-08,2008.958,-0.87,0,-0.87
Jan-09,2009.042,-1.4,0,-1.4
Feb-09,2009.125,-1.55,0,-1.55
Mar-09,2009.208,,,
Apr-09,2009.292,,,
May-09,2009.375,,,
Jun-09,2009.458,,,
Jul-09,2009.542,,,
Aug-09,2009.625,,,
Sep-09,2009.708,,,
Oct-09,2009.792,,,
Nov-09,2009.875,,,
Dec-09,2009.958,,,
